ward,precinct,reg_voters,total_votes,vote_category,candidate,votes
10,1,1254,0,Provisional,Joshua Shipp,0
10,1,1254,0,Provisional,Lacy Clay,0
10,1,1254,23,Absentee,Cori Bush,8
10,1,1254,23,Absentee,Demarco Davidson,2
10,1,1254,23,Absentee,Joshua Shipp,4
10,1,1254,23,Absentee,Lacy Clay,9
10,1,1254,420,Polling,Cori Bush,183
10,1,1254,420,Polling,Demarco Davidson,10
10,1,1254,420,Polling,Joshua Shipp,21
10,1,1254,420,Polling,Lacy Clay,206
9,9,328,127,Total,Cori Bush,99
9,9,328,127,Total,Demarco Davidson,2
9,9,328,127,Total,Joshua Shipp,2
9,9,328,127,Total,Lacy Clay,24
9,9,328,0,House Votes,Cori Bush,0
9,9,328,0,House Votes,Demarco Davidson,0
9,9,328,0,House Votes,Joshua Shipp,0
9,9,328,0,House Votes,Lacy Clay,0
9,9,328,0,Provisional,Cori Bush,0
9,9,328,0,Provisional,Demarco Davidson,0
9,9,328,0,Provisional,Joshua Shipp,0
9,9,328,0,Provisional,Lacy Clay,0
9,9,328,6,Absentee,Cori Bush,6
9,9,328,6,Absentee,Demarco Davidson,0
9,9,328,6,Absentee,Joshua Shipp,0
9,9,328,6,Absentee,Lacy Clay,0
9,9,328,121,Polling,Cori Bush,93
9,9,328,121,Polling,Demarco Davidson,2
9,9,328,121,Polling,Joshua Shipp,2
9,9,328,121,Polling,Lacy Clay,24
9,8,391,140,Total,Cori Bush,102
9,8,391,140,Total,Demarco Davidson,1
9,8,391,140,Total,Joshua Shipp,0
9,8,391,140,Total,Lacy Clay,37
9,8,391,0,House Votes,Cori Bush,0
9,8,391,0,House Votes,Demarco Davidson,0
9,8,391,0,House Votes,Joshua Shipp,0
9,8,391,0,House Votes,Lacy Clay,0
9,8,391,0,Provisional,Cori Bush,0
9,8,391,0,Provisional,Demarco Davidson,0
9,8,391,0,Provisional,Joshua Shipp,0
9,8,391,0,Provisional,Lacy Clay,0
9,8,391,3,Absentee,Cori Bush,1
9,8,391,3,Absentee,Demarco Davidson,0
9,8,391,3,Absentee,Joshua Shipp,0
9,8,391,3,Absentee,Lacy Clay,2
9,8,391,137,Polling,Cori Bush,101
9,8,391,137,Polling,Demarco Davidson,1
9,8,391,137,Polling,Joshua Shipp,0
9,8,391,137,Polling,Lacy Clay,35
9,7,69,4,Total,Cori Bush,1
9,7,69,4,Total,Demarco Davidson,0
9,7,69,4,Total,Joshua Shipp,0
9,7,69,4,Total,Lacy Clay,3
9,7,69,0,House Votes,Cori Bush,0
9,7,69,0,House Votes,Demarco Davidson,0
9,7,69,0,House Votes,Joshua Shipp,0
9,7,69,0,House Votes,Lacy Clay,0
9,7,69,0,Provisional,Cori Bush,0
9,7,69,0,Provisional,Demarco Davidson,0
9,7,69,0,Provisional,Joshua Shipp,0
9,7,69,0,Provisional,Lacy Clay,0
9,7,69,3,Absentee,Cori Bush,0
9,7,69,3,Absentee,Demarco Davidson,0
9,7,69,3,Absentee,Joshua Shipp,0
9,7,69,3,Absentee,Lacy Clay,3
9,7,69,1,Polling,Cori Bush,1
9,7,69,1,Polling,Demarco Davidson,0
9,7,69,1,Polling,Joshua Shipp,0
9,7,69,1,Polling,Lacy Clay,0
9,6,905,251,Total,Cori Bush,160
9,6,905,251,Total,Demarco Davidson,8
9,6,905,251,Total,Joshua Shipp,6
9,6,905,251,Total,Lacy Clay,77
9,6,905,0,House Votes,Cori Bush,0
9,6,905,0,House Votes,Demarco Davidson,0
9,6,905,0,House Votes,Joshua Shipp,0
9,6,905,0,House Votes,Lacy Clay,0
9,6,905,1,Provisional,Cori Bush,1
9,6,905,1,Provisional,Demarco Davidson,0
9,6,905,1,Provisional,Joshua Shipp,0
9,6,905,1,Provisional,Lacy Clay,0
9,6,905,13,Absentee,Cori Bush,9
9,6,905,13,Absentee,Demarco Davidson,0
9,6,905,13,Absentee,Joshua Shipp,1
9,6,905,13,Absentee,Lacy Clay,3
9,6,905,237,Polling,Cori Bush,150
9,6,905,237,Polling,Demarco Davidson,8
9,6,905,237,Polling,Joshua Shipp,5
9,6,905,237,Polling,Lacy Clay,74
9,5,729,308,Total,Cori Bush,219
9,5,729,308,Total,Demarco Davidson,3
9,5,729,308,Total,Joshua Shipp,9
9,5,729,308,Total,Lacy Clay,77
9,5,729,0,House Votes,Cori Bush,0
9,5,729,0,House Votes,Demarco Davidson,0
9,5,729,0,House Votes,Joshua Shipp,0
9,5,729,0,House Votes,Lacy Clay,0
9,5,729,0,Provisional,Cori Bush,0
9,5,729,0,Provisional,Demarco Davidson,0
9,5,729,0,Provisional,Joshua Shipp,0
9,5,729,0,Provisional,Lacy Clay,0
9,5,729,10,Absentee,Cori Bush,7
9,5,729,10,Absentee,Demarco Davidson,0
9,5,729,10,Absentee,Joshua Shipp,1
9,5,729,10,Absentee,Lacy Clay,2
9,5,729,298,Polling,Cori Bush,212
9,5,729,298,Polling,Demarco Davidson,3
9,5,729,298,Polling,Joshua Shipp,8
9,5,729,298,Polling,Lacy Clay,75
9,4,574,239,Total,Cori Bush,145
9,4,574,239,Total,Demarco Davidson,1
9,4,574,239,Total,Joshua Shipp,10
9,4,574,239,Total,Lacy Clay,83
9,4,574,0,House Votes,Cori Bush,0
9,4,574,0,House Votes,Demarco Davidson,0
9,4,574,0,House Votes,Joshua Shipp,0
9,4,574,0,House Votes,Lacy Clay,0
9,4,574,0,Provisional,Cori Bush,0
9,4,574,0,Provisional,Demarco Davidson,0
9,4,574,0,Provisional,Joshua Shipp,0
9,4,574,0,Provisional,Lacy Clay,0
9,4,574,7,Absentee,Cori Bush,4
9,4,574,7,Absentee,Demarco Davidson,0
9,4,574,7,Absentee,Joshua Shipp,1
9,4,574,7,Absentee,Lacy Clay,2
9,4,574,232,Polling,Cori Bush,141
9,4,574,232,Polling,Demarco Davidson,1
9,4,574,232,Polling,Joshua Shipp,9
9,4,574,232,Polling,Lacy Clay,81
9,3,821,311,Total,Cori Bush,213
9,3,821,311,Total,Demarco Davidson,4
9,3,821,311,Total,Joshua Shipp,9
9,3,821,311,Total,Lacy Clay,85
9,3,821,0,House Votes,Cori Bush,0
9,3,821,0,House Votes,Demarco Davidson,0
9,3,821,0,House Votes,Joshua Shipp,0
9,3,821,0,House Votes,Lacy Clay,0
9,3,821,0,Provisional,Cori Bush,0
9,3,821,0,Provisional,Demarco Davidson,0
9,3,821,0,Provisional,Joshua Shipp,0
9,3,821,0,Provisional,Lacy Clay,0
9,3,821,12,Absentee,Cori Bush,6
9,3,821,12,Absentee,Demarco Davidson,0
9,3,821,12,Absentee,Joshua Shipp,1
9,3,821,12,Absentee,Lacy Clay,5
9,3,821,299,Polling,Cori Bush,207
9,3,821,299,Polling,Demarco Davidson,4
9,3,821,299,Polling,Joshua Shipp,8
9,3,821,299,Polling,Lacy Clay,80
9,2,1293,279,Total,Cori Bush,103
9,2,1293,279,Total,Demarco Davidson,10
9,2,1293,279,Total,Joshua Shipp,12
9,2,1293,279,Total,Lacy Clay,154
9,2,1293,0,House Votes,Cori Bush,0
9,2,1293,0,House Votes,Demarco Davidson,0
9,2,1293,0,House Votes,Joshua Shipp,0
9,2,1293,0,House Votes,Lacy Clay,0
9,2,1293,0,Provisional,Cori Bush,0
9,2,1293,0,Provisional,Demarco Davidson,0
9,2,1293,0,Provisional,Joshua Shipp,0
9,2,1293,0,Provisional,Lacy Clay,0
9,2,1293,21,Absentee,Cori Bush,5
9,2,1293,21,Absentee,Demarco Davidson,1
9,2,1293,21,Absentee,Joshua Shipp,2
9,2,1293,21,Absentee,Lacy Clay,13
9,2,1293,258,Polling,Cori Bush,98
9,2,1293,258,Polling,Demarco Davidson,9
9,2,1293,258,Polling,Joshua Shipp,10
9,2,1293,258,Polling,Lacy Clay,141
9,1,1079,302,Total,Cori Bush,198
9,1,1079,302,Total,Demarco Davidson,7
9,1,1079,302,Total,Joshua Shipp,8
9,1,1079,302,Total,Lacy Clay,89
9,1,1079,0,House Votes,Cori Bush,0
9,1,1079,0,House Votes,Demarco Davidson,0
9,1,1079,0,House Votes,Joshua Shipp,0
9,1,1079,0,House Votes,Lacy Clay,0
9,1,1079,0,Provisional,Cori Bush,0
9,1,1079,0,Provisional,Demarco Davidson,0
9,1,1079,0,Provisional,Joshua Shipp,0
9,1,1079,0,Provisional,Lacy Clay,0
9,1,1079,13,Absentee,Cori Bush,4
9,1,1079,13,Absentee,Demarco Davidson,2
9,1,1079,13,Absentee,Joshua Shipp,0
9,1,1079,13,Absentee,Lacy Clay,7
9,1,1079,289,Polling,Cori Bush,194
9,1,1079,289,Polling,Demarco Davidson,5
9,1,1079,289,Polling,Joshua Shipp,8
9,1,1079,289,Polling,Lacy Clay,82
8,9,860,364,Total,Cori Bush,234
8,9,860,364,Total,Demarco Davidson,2
8,9,860,364,Total,Joshua Shipp,8
8,9,860,364,Total,Lacy Clay,120
8,9,860,0,House Votes,Cori Bush,0
8,9,860,0,House Votes,Demarco Davidson,0
8,9,860,0,House Votes,Joshua Shipp,0
8,9,860,0,House Votes,Lacy Clay,0
8,9,860,0,Provisional,Cori Bush,0
8,9,860,0,Provisional,Demarco Davidson,0
8,9,860,0,Provisional,Joshua Shipp,0
8,9,860,0,Provisional,Lacy Clay,0
8,9,860,22,Absentee,Cori Bush,14
8,9,860,22,Absentee,Demarco Davidson,1
8,9,860,22,Absentee,Joshua Shipp,0
8,9,860,22,Absentee,Lacy Clay,7
8,9,860,342,Polling,Cori Bush,220
8,9,860,342,Polling,Demarco Davidson,1
8,9,860,342,Polling,Joshua Shipp,8
8,9,860,342,Polling,Lacy Clay,113
8,8,844,393,Total,Cori Bush,229
8,8,844,393,Total,Demarco Davidson,3
8,8,844,393,Total,Joshua Shipp,12
8,8,844,393,Total,Lacy Clay,149
8,8,844,0,House Votes,Cori Bush,0
8,8,844,0,House Votes,Demarco Davidson,0
8,8,844,0,House Votes,Joshua Shipp,0
8,8,844,0,House Votes,Lacy Clay,0
8,8,844,0,Provisional,Cori Bush,0
8,8,844,0,Provisional,Demarco Davidson,0
8,8,844,0,Provisional,Joshua Shipp,0
8,8,844,0,Provisional,Lacy Clay,0
8,8,844,31,Absentee,Cori Bush,14
8,8,844,31,Absentee,Demarco Davidson,1
8,8,844,31,Absentee,Joshua Shipp,1
8,8,844,31,Absentee,Lacy Clay,15
8,8,844,362,Polling,Cori Bush,215
8,8,844,362,Polling,Demarco Davidson,2
8,8,844,362,Polling,Joshua Shipp,11
8,8,844,362,Polling,Lacy Clay,134
8,7,527,220,Total,Cori Bush,129
8,7,527,220,Total,Demarco Davidson,3
8,7,527,220,Total,Joshua Shipp,6
8,7,527,220,Total,Lacy Clay,82
8,7,527,0,House Votes,Cori Bush,0
8,7,527,0,House Votes,Demarco Davidson,0
8,7,527,0,House Votes,Joshua Shipp,0
8,7,527,0,House Votes,Lacy Clay,0
8,7,527,0,Provisional,Cori Bush,0
8,7,527,0,Provisional,Demarco Davidson,0
8,7,527,0,Provisional,Joshua Shipp,0
8,7,527,0,Provisional,Lacy Clay,0
8,7,527,11,Absentee,Cori Bush,2
8,7,527,11,Absentee,Demarco Davidson,0
8,7,527,11,Absentee,Joshua Shipp,0
8,7,527,11,Absentee,Lacy Clay,9
8,7,527,209,Polling,Cori Bush,127
8,7,527,209,Polling,Demarco Davidson,3
8,7,527,209,Polling,Joshua Shipp,6
8,7,527,209,Polling,Lacy Clay,73
8,6,78,25,Total,Cori Bush,17
8,6,78,25,Total,Demarco Davidson,0
8,6,78,25,Total,Joshua Shipp,0
8,6,78,25,Total,Lacy Clay,8
8,6,78,0,House Votes,Cori Bush,0
8,6,78,0,House Votes,Demarco Davidson,0
8,6,78,0,House Votes,Joshua Shipp,0
8,6,78,0,House Votes,Lacy Clay,0
8,6,78,0,Provisional,Cori Bush,0
8,6,78,0,Provisional,Demarco Davidson,0
8,6,78,0,Provisional,Joshua Shipp,0
8,6,78,0,Provisional,Lacy Clay,0
8,6,78,2,Absentee,Cori Bush,2
8,6,78,2,Absentee,Demarco Davidson,0
8,6,78,2,Absentee,Joshua Shipp,0
8,6,78,2,Absentee,Lacy Clay,0
8,6,78,23,Polling,Cori Bush,15
8,6,78,23,Polling,Demarco Davidson,0
8,6,78,23,Polling,Joshua Shipp,0
8,6,78,23,Polling,Lacy Clay,8
8,5,1465,676,Total,Cori Bush,409
8,5,1465,676,Total,Demarco Davidson,11
8,5,1465,676,Total,Joshua Shipp,17
8,5,1465,676,Total,Lacy Clay,239
8,5,1465,0,House Votes,Cori Bush,0
8,5,1465,0,House Votes,Demarco Davidson,0
8,5,1465,0,House Votes,Joshua Shipp,0
8,5,1465,0,House Votes,Lacy Clay,0
8,5,1465,0,Provisional,Cori Bush,0
8,5,1465,0,Provisional,Demarco Davidson,0
8,5,1465,0,Provisional,Joshua Shipp,0
8,5,1465,0,Provisional,Lacy Clay,0
8,5,1465,38,Absentee,Cori Bush,21
8,5,1465,38,Absentee,Demarco Davidson,1
8,5,1465,38,Absentee,Joshua Shipp,2
8,5,1465,38,Absentee,Lacy Clay,14
8,5,1465,638,Polling,Cori Bush,388
8,5,1465,638,Polling,Demarco Davidson,10
8,5,1465,638,Polling,Joshua Shipp,15
8,5,1465,638,Polling,Lacy Clay,225
8,4,1430,648,Total,Cori Bush,419
8,4,1430,648,Total,Demarco Davidson,10
8,4,1430,648,Total,Joshua Shipp,11
8,4,1430,648,Total,Lacy Clay,208
8,4,1430,0,House Votes,Cori Bush,0
8,4,1430,0,House Votes,Demarco Davidson,0
8,4,1430,0,House Votes,Joshua Shipp,0
8,4,1430,0,House Votes,Lacy Clay,0
8,4,1430,1,Provisional,Cori Bush,1
8,4,1430,1,Provisional,Demarco Davidson,0
8,4,1430,1,Provisional,Joshua Shipp,0
8,4,1430,1,Provisional,Lacy Clay,0
8,4,1430,35,Absentee,Cori Bush,24
8,4,1430,35,Absentee,Demarco Davidson,0
8,4,1430,35,Absentee,Joshua Shipp,1
8,4,1430,35,Absentee,Lacy Clay,10
8,4,1430,612,Polling,Cori Bush,394
8,4,1430,612,Polling,Demarco Davidson,10
8,4,1430,612,Polling,Joshua Shipp,10
8,4,1430,612,Polling,Lacy Clay,198
8,3,668,246,Total,Cori Bush,141
8,3,668,246,Total,Demarco Davidson,7
8,3,668,246,Total,Joshua Shipp,6
8,3,668,246,Total,Lacy Clay,92
8,3,668,0,House Votes,Cori Bush,0
8,3,668,0,House Votes,Demarco Davidson,0
8,3,668,0,House Votes,Joshua Shipp,0
8,3,668,0,House Votes,Lacy Clay,0
8,3,668,0,Provisional,Cori Bush,0
8,3,668,0,Provisional,Demarco Davidson,0
8,3,668,0,Provisional,Joshua Shipp,0
8,3,668,0,Provisional,Lacy Clay,0
8,3,668,13,Absentee,Cori Bush,6
8,3,668,13,Absentee,Demarco Davidson,0
8,3,668,13,Absentee,Joshua Shipp,1
8,3,668,13,Absentee,Lacy Clay,6
8,3,668,233,Polling,Cori Bush,135
8,3,668,233,Polling,Demarco Davidson,7
8,3,668,233,Polling,Joshua Shipp,5
8,3,668,233,Polling,Lacy Clay,86
8,2,788,280,Total,Cori Bush,149
8,2,788,280,Total,Demarco Davidson,7
8,2,788,280,Total,Joshua Shipp,12
8,2,788,280,Total,Lacy Clay,112
8,2,788,0,House Votes,Cori Bush,0
8,2,788,0,House Votes,Demarco Davidson,0
8,2,788,0,House Votes,Joshua Shipp,0
8,2,788,0,House Votes,Lacy Clay,0
8,2,788,0,Provisional,Cori Bush,0
8,2,788,0,Provisional,Demarco Davidson,0
8,2,788,0,Provisional,Joshua Shipp,0
8,2,788,0,Provisional,Lacy Clay,0
8,2,788,11,Absentee,Cori Bush,6
8,2,788,11,Absentee,Demarco Davidson,0
8,2,788,11,Absentee,Joshua Shipp,0
8,2,788,11,Absentee,Lacy Clay,5
8,2,788,269,Polling,Cori Bush,143
8,2,788,269,Polling,Demarco Davidson,7
8,2,788,269,Polling,Joshua Shipp,12
8,2,788,269,Polling,Lacy Clay,107
8,1,1050,459,Total,Cori Bush,305
8,1,1050,459,Total,Demarco Davidson,5
8,1,1050,459,Total,Joshua Shipp,16
8,1,1050,459,Total,Lacy Clay,133
8,1,1050,0,House Votes,Cori Bush,0
8,1,1050,0,House Votes,Demarco Davidson,0
8,1,1050,0,House Votes,Joshua Shipp,0
8,1,1050,0,House Votes,Lacy Clay,0
8,1,1050,1,Provisional,Cori Bush,0
8,1,1050,1,Provisional,Demarco Davidson,0
8,1,1050,1,Provisional,Joshua Shipp,0
8,1,1050,1,Provisional,Lacy Clay,1
8,1,1050,26,Absentee,Cori Bush,13
8,1,1050,26,Absentee,Demarco Davidson,0
8,1,1050,26,Absentee,Joshua Shipp,1
8,1,1050,26,Absentee,Lacy Clay,12
8,1,1050,432,Polling,Cori Bush,292
8,1,1050,432,Polling,Demarco Davidson,5
8,1,1050,432,Polling,Joshua Shipp,15
8,1,1050,432,Polling,Lacy Clay,120
7,6,1740,583,Total,Cori Bush,359
7,6,1740,583,Total,Demarco Davidson,9
7,6,1740,583,Total,Joshua Shipp,21
7,6,1740,583,Total,Lacy Clay,194
7,6,1740,0,House Votes,Cori Bush,0
7,6,1740,0,House Votes,Demarco Davidson,0
7,6,1740,0,House Votes,Joshua Shipp,0
7,6,1740,0,House Votes,Lacy Clay,0
7,6,1740,1,Provisional,Cori Bush,1
7,6,1740,1,Provisional,Demarco Davidson,0
7,6,1740,1,Provisional,Joshua Shipp,0
7,6,1740,1,Provisional,Lacy Clay,0
7,6,1740,31,Absentee,Cori Bush,15
7,6,1740,31,Absentee,Demarco Davidson,0
7,6,1740,31,Absentee,Joshua Shipp,0
7,6,1740,31,Absentee,Lacy Clay,16
7,6,1740,551,Polling,Cori Bush,343
7,6,1740,551,Polling,Demarco Davidson,9
7,6,1740,551,Polling,Joshua Shipp,21
7,6,1740,551,Polling,Lacy Clay,178
7,5,1488,461,Total,Cori Bush,217
7,5,1488,461,Total,Demarco Davidson,8
7,5,1488,461,Total,Joshua Shipp,13
7,5,1488,461,Total,Lacy Clay,223
7,5,1488,0,House Votes,Cori Bush,0
7,5,1488,0,House Votes,Demarco Davidson,0
7,5,1488,0,House Votes,Joshua Shipp,0
7,5,1488,0,House Votes,Lacy Clay,0
7,5,1488,0,Provisional,Cori Bush,0
7,5,1488,0,Provisional,Demarco Davidson,0
7,5,1488,0,Provisional,Joshua Shipp,0
7,5,1488,0,Provisional,Lacy Clay,0
7,5,1488,29,Absentee,Cori Bush,7
7,5,1488,29,Absentee,Demarco Davidson,0
7,5,1488,29,Absentee,Joshua Shipp,0
7,5,1488,29,Absentee,Lacy Clay,22
7,5,1488,432,Polling,Cori Bush,210
7,5,1488,432,Polling,Demarco Davidson,8
7,5,1488,432,Polling,Joshua Shipp,13
7,5,1488,432,Polling,Lacy Clay,201
7,4,1793,513,Total,Cori Bush,268
7,4,1793,513,Total,Demarco Davidson,18
7,4,1793,513,Total,Joshua Shipp,18
7,4,1793,513,Total,Lacy Clay,209
7,4,1793,0,House Votes,Cori Bush,0
7,4,1793,0,House Votes,Demarco Davidson,0
7,4,1793,0,House Votes,Joshua Shipp,0
7,4,1793,0,House Votes,Lacy Clay,0
7,4,1793,1,Provisional,Cori Bush,1
7,4,1793,1,Provisional,Demarco Davidson,0
7,4,1793,1,Provisional,Joshua Shipp,0
7,4,1793,1,Provisional,Lacy Clay,0
7,4,1793,34,Absentee,Cori Bush,18
7,4,1793,34,Absentee,Demarco Davidson,1
7,4,1793,34,Absentee,Joshua Shipp,2
7,4,1793,34,Absentee,Lacy Clay,13
7,4,1793,478,Polling,Cori Bush,249
7,4,1793,478,Polling,Demarco Davidson,17
7,4,1793,478,Polling,Joshua Shipp,16
7,4,1793,478,Polling,Lacy Clay,196
7,3,620,245,Total,Cori Bush,147
7,3,620,245,Total,Demarco Davidson,3
7,3,620,245,Total,Joshua Shipp,9
7,3,620,245,Total,Lacy Clay,86
7,3,620,0,House Votes,Cori Bush,0
7,3,620,0,House Votes,Demarco Davidson,0
7,3,620,0,House Votes,Joshua Shipp,0
7,3,620,0,House Votes,Lacy Clay,0
7,3,620,1,Provisional,Cori Bush,1
7,3,620,1,Provisional,Demarco Davidson,0
7,3,620,1,Provisional,Joshua Shipp,0
7,3,620,1,Provisional,Lacy Clay,0
7,3,620,15,Absentee,Cori Bush,3
7,3,620,15,Absentee,Demarco Davidson,1
7,3,620,15,Absentee,Joshua Shipp,3
7,3,620,15,Absentee,Lacy Clay,8
7,3,620,229,Polling,Cori Bush,143
7,3,620,229,Polling,Demarco Davidson,2
7,3,620,229,Polling,Joshua Shipp,6
7,3,620,229,Polling,Lacy Clay,78
7,2,643,220,Total,Cori Bush,136
7,2,643,220,Total,Demarco Davidson,9
7,2,643,220,Total,Joshua Shipp,8
7,2,643,220,Total,Lacy Clay,67
7,2,643,0,House Votes,Cori Bush,0
7,2,643,0,House Votes,Demarco Davidson,0
7,2,643,0,House Votes,Joshua Shipp,0
7,2,643,0,House Votes,Lacy Clay,0
7,2,643,0,Provisional,Cori Bush,0
7,2,643,0,Provisional,Demarco Davidson,0
7,2,643,0,Provisional,Joshua Shipp,0
7,2,643,0,Provisional,Lacy Clay,0
7,2,643,10,Absentee,Cori Bush,4
7,2,643,10,Absentee,Demarco Davidson,0
7,2,643,10,Absentee,Joshua Shipp,1
7,2,643,10,Absentee,Lacy Clay,5
7,2,643,210,Polling,Cori Bush,132
7,2,643,210,Polling,Demarco Davidson,9
7,2,643,210,Polling,Joshua Shipp,7
7,2,643,210,Polling,Lacy Clay,62
7,1,676,254,Total,Cori Bush,159
7,1,676,254,Total,Demarco Davidson,6
7,1,676,254,Total,Joshua Shipp,4
7,1,676,254,Total,Lacy Clay,85
7,1,676,0,House Votes,Cori Bush,0
7,1,676,0,House Votes,Demarco Davidson,0
7,1,676,0,House Votes,Joshua Shipp,0
7,1,676,0,House Votes,Lacy Clay,0
7,1,676,0,Provisional,Cori Bush,0
7,1,676,0,Provisional,Demarco Davidson,0
7,1,676,0,Provisional,Joshua Shipp,0
7,1,676,0,Provisional,Lacy Clay,0
7,1,676,10,Absentee,Cori Bush,7
7,1,676,10,Absentee,Demarco Davidson,0
7,1,676,10,Absentee,Joshua Shipp,0
7,1,676,10,Absentee,Lacy Clay,3
7,1,676,244,Polling,Cori Bush,152
7,1,676,244,Polling,Demarco Davidson,6
7,1,676,244,Polling,Joshua Shipp,4
7,1,676,244,Polling,Lacy Clay,82
6,9,111,40,Total,Cori Bush,23
6,9,111,40,Total,Demarco Davidson,2
6,9,111,40,Total,Joshua Shipp,0
6,9,111,40,Total,Lacy Clay,15
6,9,111,0,House Votes,Cori Bush,0
6,9,111,0,House Votes,Demarco Davidson,0
6,9,111,0,House Votes,Joshua Shipp,0
6,9,111,0,House Votes,Lacy Clay,0
6,9,111,1,Provisional,Cori Bush,1
6,9,111,1,Provisional,Demarco Davidson,0
6,9,111,1,Provisional,Joshua Shipp,0
6,9,111,1,Provisional,Lacy Clay,0
6,9,111,1,Absentee,Cori Bush,0
6,9,111,1,Absentee,Demarco Davidson,0
6,9,111,1,Absentee,Joshua Shipp,0
6,9,111,1,Absentee,Lacy Clay,1
6,9,111,38,Polling,Cori Bush,22
6,9,111,38,Polling,Demarco Davidson,2
6,9,111,38,Polling,Joshua Shipp,0
6,9,111,38,Polling,Lacy Clay,14
6,8,997,230,Total,Cori Bush,86
6,8,997,230,Total,Demarco Davidson,7
6,8,997,230,Total,Joshua Shipp,8
6,8,997,230,Total,Lacy Clay,129
6,8,997,0,House Votes,Cori Bush,0
6,8,997,0,House Votes,Demarco Davidson,0
6,8,997,0,House Votes,Joshua Shipp,0
6,8,997,0,House Votes,Lacy Clay,0
6,8,997,1,Provisional,Cori Bush,0
6,8,997,1,Provisional,Demarco Davidson,0
6,8,997,1,Provisional,Joshua Shipp,0
6,8,997,1,Provisional,Lacy Clay,1
6,8,997,24,Absentee,Cori Bush,6
6,8,997,24,Absentee,Demarco Davidson,0
6,8,997,24,Absentee,Joshua Shipp,1
6,8,997,24,Absentee,Lacy Clay,17
6,8,997,205,Polling,Cori Bush,80
6,8,997,205,Polling,Demarco Davidson,7
6,8,997,205,Polling,Joshua Shipp,7
6,8,997,205,Polling,Lacy Clay,111
6,7,1372,557,Total,Cori Bush,331
6,7,1372,557,Total,Demarco Davidson,12
6,7,1372,557,Total,Joshua Shipp,10
6,7,1372,557,Total,Lacy Clay,204
6,7,1372,0,House Votes,Cori Bush,0
6,7,1372,0,House Votes,Demarco Davidson,0
6,7,1372,0,House Votes,Joshua Shipp,0
6,7,1372,0,House Votes,Lacy Clay,0
6,7,1372,4,Provisional,Cori Bush,4
6,7,1372,4,Provisional,Demarco Davidson,0
6,7,1372,4,Provisional,Joshua Shipp,0
6,7,1372,4,Provisional,Lacy Clay,0
6,7,1372,23,Absentee,Cori Bush,13
6,7,1372,23,Absentee,Demarco Davidson,0
6,7,1372,23,Absentee,Joshua Shipp,0
6,7,1372,23,Absentee,Lacy Clay,10
6,7,1372,530,Polling,Cori Bush,314
6,7,1372,530,Polling,Demarco Davidson,12
6,7,1372,530,Polling,Joshua Shipp,10
6,7,1372,530,Polling,Lacy Clay,194
6,6,884,250,Total,Cori Bush,119
6,6,884,250,Total,Demarco Davidson,4
6,6,884,250,Total,Joshua Shipp,1
6,6,884,250,Total,Lacy Clay,126
6,6,884,0,House Votes,Cori Bush,0
6,6,884,0,House Votes,Demarco Davidson,0
6,6,884,0,House Votes,Joshua Shipp,0
6,6,884,0,House Votes,Lacy Clay,0
6,6,884,0,Provisional,Cori Bush,0
6,6,884,0,Provisional,Demarco Davidson,0
6,6,884,0,Provisional,Joshua Shipp,0
6,6,884,0,Provisional,Lacy Clay,0
6,6,884,14,Absentee,Cori Bush,5
6,6,884,14,Absentee,Demarco Davidson,0
6,6,884,14,Absentee,Joshua Shipp,0
6,6,884,14,Absentee,Lacy Clay,9
6,6,884,236,Polling,Cori Bush,114
6,6,884,236,Polling,Demarco Davidson,4
6,6,884,236,Polling,Joshua Shipp,1
6,6,884,236,Polling,Lacy Clay,117
6,5,483,193,Total,Cori Bush,34
6,5,483,193,Total,Demarco Davidson,4
6,5,483,193,Total,Joshua Shipp,1
6,5,483,193,Total,Lacy Clay,154
6,5,483,0,House Votes,Cori Bush,0
6,5,483,0,House Votes,Demarco Davidson,0
6,5,483,0,House Votes,Joshua Shipp,0
6,5,483,0,House Votes,Lacy Clay,0
6,5,483,6,Provisional,Cori Bush,0
6,5,483,6,Provisional,Demarco Davidson,0
6,5,483,6,Provisional,Joshua Shipp,0
6,5,483,6,Provisional,Lacy Clay,6
6,5,483,9,Absentee,Cori Bush,0
6,5,483,9,Absentee,Demarco Davidson,0
6,5,483,9,Absentee,Joshua Shipp,0
6,5,483,9,Absentee,Lacy Clay,9
6,5,483,178,Polling,Cori Bush,34
6,5,483,178,Polling,Demarco Davidson,4
6,5,483,178,Polling,Joshua Shipp,1
6,5,483,178,Polling,Lacy Clay,139
6,4,1032,457,Total,Cori Bush,178
6,4,1032,457,Total,Demarco Davidson,6
6,4,1032,457,Total,Joshua Shipp,5
6,4,1032,457,Total,Lacy Clay,268
6,4,1032,0,House Votes,Cori Bush,0
6,4,1032,0,House Votes,Demarco Davidson,0
6,4,1032,0,House Votes,Joshua Shipp,0
6,4,1032,0,House Votes,Lacy Clay,0
6,4,1032,0,Provisional,Cori Bush,0
6,4,1032,0,Provisional,Demarco Davidson,0
6,4,1032,0,Provisional,Joshua Shipp,0
6,4,1032,0,Provisional,Lacy Clay,0
6,4,1032,28,Absentee,Cori Bush,10
6,4,1032,28,Absentee,Demarco Davidson,1
6,4,1032,28,Absentee,Joshua Shipp,0
6,4,1032,28,Absentee,Lacy Clay,17
6,4,1032,429,Polling,Cori Bush,168
